Metadata: {"arch":"arm64","console_log":"console.log","dist_size":211549,"engine":"bramblex","repository":"https://github.com/bramblex/jsjs.git","revision":"ab7133f7435acdf16a86473cbd36ab68d6195fba","revision_date":"2018-03-08"}
compat-table/es6/Proxy.handler.getOwnPropertyDescriptor.invariants.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.getOwnPropertyDescriptor.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.getPrototypeOf.invariants.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.getPrototypeOf.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.get.instances.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.get.invariants.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.get.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.has.instances.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.has.invariants.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.has.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.isExtensible.invariants.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.isExtensible.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.ownKeys.invariants.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.ownKeys.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.preventExtensions.invariants.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.preventExtensions.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.setPrototypeOf.invariants.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.setPrototypeOf.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.set.instances.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.set.invariants.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.handler.set.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.no-prototype.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Proxy.revocable.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/Reflect.apply.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.construct.Array-subclassing.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.construct.Function-subclassing.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.construct.Promise-subclassing.js: ReferenceError: name is not defined
compat-table/es6/Reflect.construct.RegExp-subclassing.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.construct.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.construct.new-target.js: SyntaxError: Unexpected token (11:11)
compat-table/es6/Reflect.construct.third-argument.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.defineProperty.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.deleteProperty.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.getOwnPropertyDescriptor.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.getPrototypeOf.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.get.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.has.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.isExtensible.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.ownKeys.string.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.ownKeys.symbol.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/Reflect.preventExtensions.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.setPrototypeOf.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/Reflect.set.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/RegExp.Symbol.species.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/RegExp.prototype.Symbol.match.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/RegExp.prototype.Symbol.replace.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/RegExp.prototype.Symbol.search.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/RegExp.prototype.Symbol.split.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/RegExp.prototype.flags.js: OK
compat-table/es6/Set.Symbol.species.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.constructor-accepts-null.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.constructor-arguments.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.constructor-invokes-add.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.constructor-requires-new.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.iterator-closing.js: global 未定义
compat-table/es6/Set.iterator-prototype-chain.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.prototype-not-instance.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.prototype.Symbol.iterator.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.prototype.add-returns-this.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.prototype.clear.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.prototype.delete.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.prototype.entries.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.prototype.forEach.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.prototype.keys.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.prototype.size.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.prototype.values.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/Set.zero-key.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es6/String.fromCodePoint.js: OK
compat-table/es6/String.iterator-prototype-chain.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/String.prototype.Symbol.iterator.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/String.prototype.codePointAt.js: OK
compat-table/es6/String.prototype.endsWith.js: OK
compat-table/es6/String.prototype.endsWith.throws-regex.js: OK
compat-table/es6/String.prototype.includes.js: OK
compat-table/es6/String.prototype.normalize.js: OK
compat-table/es6/String.prototype.repeat.js: OK
compat-table/es6/String.prototype.startsWith.js: OK
compat-table/es6/String.prototype.startsWith.throws-regex.js: OK
compat-table/es6/String.raw.js: OK
compat-table/es6/Symbol.JSON.stringify.object.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/Symbol.JSON.stringify.primitive.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/Symbol.Object.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/Symbol.String.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/Symbol.defineProperty.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/Symbol.global-registry.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/Symbol.hidden-keys.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/Symbol.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/Symbol.no-coerce.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/Symbol.no-new.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/Symbol.prototype.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/Symbol.typeof.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/WeakMap.accept-primitives.js: exception: [Error] [object Object], 'WeakMap' 未定义
compat-table/es6/WeakMap.constructor-accepts-null.js: exception: [Error] [object Object], 'WeakMap' 未定义
compat-table/es6/WeakMap.constructor-arguments.js: exception: [Error] [object Object], 'WeakMap' 未定义
compat-table/es6/WeakMap.constructor-invokes-set.js: exception: [Error] [object Object], 'WeakMap' 未定义
compat-table/es6/WeakMap.constructor-requires-new.js: exception: [Error] [object Object], 'WeakMap' 未定义
compat-table/es6/WeakMap.frozen-keys.js: exception: [Error] [object Object], 'WeakMap' 未定义
compat-table/es6/WeakMap.iterator-closing.js: global 未定义
compat-table/es6/WeakMap.js: exception: [Error] [object Object], 'WeakMap' 未定义
compat-table/es6/WeakMap.no-clear.js: exception: [Error] [object Object], 'WeakMap' 未定义
compat-table/es6/WeakMap.prototype-not-instance.js: exception: [Error] [object Object], 'WeakMap' 未定义
compat-table/es6/WeakMap.prototype.delete.js: exception: [Error] [object Object], 'WeakMap' 未定义
compat-table/es6/WeakMap.prototype.set-returns-this.js: exception: [Error] [object Object], 'WeakMap' 未定义
compat-table/es6/WeakSet.accept-primitives.js: exception: [Error] [object Object], 'WeakSet' 未定义
compat-table/es6/WeakSet.constructor-accepts-null.js: exception: [Error] [object Object], 'WeakSet' 未定义
compat-table/es6/WeakSet.constructor-arguments.js: exception: [Error] [object Object], 'WeakSet' 未定义
compat-table/es6/WeakSet.constructor-invokes-add.js: exception: [Error] [object Object], 'WeakSet' 未定义
compat-table/es6/WeakSet.constructor-requires-new.js: exception: [Error] [object Object], 'WeakSet' 未定义
compat-table/es6/WeakSet.iterator-closing.js: global 未定义
compat-table/es6/WeakSet.js: exception: [Error] [object Object], 'WeakSet' 未定义
compat-table/es6/WeakSet.no-clear.js: exception: [Error] [object Object], 'WeakSet' 未定义
compat-table/es6/WeakSet.prototype-not-instance.js: exception: [Error] [object Object], 'WeakSet' 未定义
compat-table/es6/WeakSet.prototype.add-returns-this.js: exception: [Error] [object Object], 'WeakSet' 未定义
compat-table/es6/WeakSet.prototype.delete.js: exception: [Error] [object Object], 'WeakSet' 未定义
compat-table/es6/annex-b.RegExp.prototype.compile.js: OK
compat-table/es6/annex-b.RegExp.prototype.compile.returns-this.js: OK
compat-table/es6/annex-b.String.prototype.html.existence.js: OK
compat-table/es6/annex-b.String.prototype.html.lowercase.js: OK
compat-table/es6/annex-b.String.prototype.html.quotes-escaped.js: OK
compat-table/es6/annex-b.function.hoisted-block-level.js: exception: [Error] [object Object], 'f' 未定义
compat-table/es6/annex-b.function.if-statement.js: OK
compat-table/es6/annex-b.function.labeled.js: exception: [Error] [object Object], 'foo' 未定义
compat-table/es6/annex-b.html-comments.js: OK
compat-table/es6/annex-b.regex.backreferences-octal.js: OK
compat-table/es6/annex-b.regex.hyphens.js: OK
compat-table/es6/annex-b.regex.incomplete-patterns.js: OK
compat-table/es6/annex-b.regex.invalid-char-escapes.js: OK
compat-table/es6/annex-b.regex.invalid-control-escapes.js: OK
compat-table/es6/annex-b.regex.invalid-hex-escapes.js: OK
compat-table/es6/annex-b.regex.invalid-unicode-escapes.js: OK
compat-table/es6/annex-b.regex.octal-escapes.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.absent-from-null.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.descriptor.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.getOwnPropertyNames.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.get.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.hasOwnProperty.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.set.js: OK
compat-table/es6/annex-b.__proto__.literals.js: OK
compat-table/es6/annex-b.__proto__.literals.multiple-error.js: OK
compat-table/es6/annex-b.__proto__.literals.not-computed.js: SyntaxError: Unexpected token (14:13)
compat-table/es6/annex-b.__proto__.literals.not-shorthand-method.js: SyntaxError: Unexpected token (13:22)
compat-table/es6/annex-b.__proto__.literals.not-shorthand-property.js: SyntaxError: Unexpected token (14:23)
compat-table/es6/arrow.0-params.js: SyntaxError: Unexpected token (10:11)
compat-table/es6/arrow.1-param.js: SyntaxError: Unexpected token (10:13)
compat-table/es6/arrow.5-param.js: SyntaxError: Parenthesized pattern (10:10)
compat-table/es6/arrow.bind.js: SyntaxError: Unexpected token (10:51)
compat-table/es6/arrow.lexical-arguments.js: SyntaxError: Unexpected token (10:35)
compat-table/es6/arrow.lexical-super.constructor.js: SyntaxError: The keyword 'class' is reserved (12:2)
compat-table/es6/arrow.lexical-super.methods.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/arrow.lexical-this.js: SyntaxError: Unexpected token (10:51)
compat-table/es6/arrow.new-target.js: SyntaxError: Unexpected token (11:14)
compat-table/es6/arrow.no-line-break.js: SyntaxError: Unexpected token (10:11)
compat-table/es6/arrow.no-prototype.js: SyntaxError: Unexpected token (10:11)
compat-table/es6/arrow.precedence.js: SyntaxError: Unexpected token (10:11)
compat-table/es6/arrow.this-call-apply.js: SyntaxError: Unexpected token (10:49)
compat-table/es6/class.accessor-properties.js: SyntaxError: The keyword 'class' is reserved (11:2)
compat-table/es6/class.anonymous.js: SyntaxError: The keyword 'class' is reserved (10:16)
compat-table/es6/class.block-scoped.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/class.computed-accessor-properties.js: SyntaxError: The keyword 'class' is reserved (11:2)
compat-table/es6/class.computed-names-tdz.js: SyntaxError: The keyword 'class' is reserved (11:12)
compat-table/es6/class.computed-prototype-methods.js: SyntaxError: The keyword 'class' is reserved (11:2)
compat-table/es6/class.computed-static-accessor-properties.js: SyntaxError: The keyword 'class' is reserved (11:2)
compat-table/es6/class.computed-static-methods.js: SyntaxError: The keyword 'class' is reserved (11:2)
compat-table/es6/class.constructor-requires-new.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/class.constructor.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/class.expression.js: SyntaxError: The keyword 'class' is reserved (10:16)
compat-table/es6/class.extends-expressions.js: SyntaxError: The keyword 'class' is reserved (11:2)
compat-table/es6/class.extends-null.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/class.extends.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/class.implicit-strict.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/class.lexical-name.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/class.methods-not-enumerable.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/class.new-target.js: SyntaxError: Unexpected token (12:16)
compat-table/es6/class.optional-semicolons.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/class.prototype-methods.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/class.statement.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/class.static-accessor-properties.js: SyntaxError: The keyword 'class' is reserved (11:2)
compat-table/es6/class.static-methods.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/class.string-keyed-methods.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/const.basic.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es6/const.block-scoped.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es6/const.for-in.js: SyntaxError: The keyword 'const' is reserved (11:6)
compat-table/es6/const.for-loop.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es6/const.for-of.js: SyntaxError: The keyword 'const' is reserved (11:6)
compat-table/es6/const.no-redefine.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es6/const.no-statement.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es6/const.shadow.js: SyntaxError: The keyword 'const' is reserved (11:8)
compat-table/es6/const.strict.basic.js: SyntaxError: The keyword 'const' is reserved (11:2)
compat-table/es6/const.strict.block-scoped.js: SyntaxError: The keyword 'const' is reserved (11:2)
compat-table/es6/const.strict.for-in.js: SyntaxError: The keyword 'const' is reserved (12:6)
compat-table/es6/const.strict.for-loop.js: SyntaxError: The keyword 'const' is reserved (11:2)
compat-table/es6/const.strict.for-of.js: SyntaxError: The keyword 'const' is reserved (12:6)
compat-table/es6/const.strict.no-redefine.js: SyntaxError: The keyword 'const' is reserved (11:2)
compat-table/es6/const.strict.no-statement.js: SyntaxError: The keyword 'const' is reserved (11:2)
compat-table/es6/const.strict.shadow.js: SyntaxError: The keyword 'const' is reserved (12:8)
compat-table/es6/const.strict.tdz.js: SyntaxError: The keyword 'const' is reserved (13:2)
compat-table/es6/const.tdz.js: SyntaxError: The keyword 'const' is reserved (12:2)
compat-table/es6/default-params.arguments.js: SyntaxError: Unexpected token (10:22)
compat-table/es6/default-params.basic.js: SyntaxError: Unexpected token (10:22)
compat-table/es6/default-params.explicit-undefined.js: SyntaxError: Unexpected token (10:22)
compat-table/es6/default-params.new-function.js: exception: [Error] [object Object], 'Function' 未定义
compat-table/es6/default-params.refer-previous.js: SyntaxError: Unexpected token (10:25)
compat-table/es6/default-params.separate-scope.js: SyntaxError: Unexpected token (10:21)
compat-table/es6/default-params.tdz.js: SyntaxError: Unexpected token (10:22)
compat-table/es6/destructuring-assign.array.js: SyntaxError: Assigning to rvalue (11:2)
compat-table/es6/destructuring-assign.astral-string.js: SyntaxError: Assigning to rvalue (11:2)
compat-table/es6/destructuring-assign.chained-iterable.js: SyntaxError: Assigning to rvalue (11:2)
compat-table/es6/destructuring-assign.chained-object.js: SyntaxError: Unexpected token (11:5)
compat-table/es6/destructuring-assign.computed-properties.js: SyntaxError: Unexpected token (11:5)
compat-table/es6/destructuring-assign.defaults.js: SyntaxError: Unexpected token (11:6)
compat-table/es6/destructuring-assign.empty-patterns.js: SyntaxError: Assigning to rvalue (10:2)
compat-table/es6/destructuring-assign.generator.js: SyntaxError: Assigning to rvalue (11:2)
compat-table/es6/destructuring-assign.iterable-expression.js: SyntaxError: Assigning to rvalue (11:10)
compat-table/es6/destructuring-assign.iterable-instance.js: SyntaxError: Assigning to rvalue (35:2)
compat-table/es6/destructuring-assign.iterable.js: SyntaxError: Assigning to rvalue (35:2)
compat-table/es6/destructuring-assign.iterator-closing.js: SyntaxError: Assigning to rvalue (39:2)
compat-table/es6/destructuring-assign.nested-rest.js: SyntaxError: Unexpected token (11:10)
compat-table/es6/destructuring-assign.nested.js: SyntaxError: Unexpected token (11:13)
compat-table/es6/destructuring-assign.object-expression.js: SyntaxError: Unexpected token (11:12)
compat-table/es6/destructuring-assign.object-primitives.js: SyntaxError: Unexpected token (11:11)
compat-table/es6/destructuring-assign.object.js: SyntaxError: Unexpected token (11:5)
compat-table/es6/destructuring-assign.parenthesised-error.js: SyntaxError: Unexpected token (11:5)
compat-table/es6/destructuring-assign.rest.identical.js: SyntaxError: Unexpected token (11:6)
compat-table/es6/destructuring-assign.rest.js: SyntaxError: Unexpected token (11:6)
compat-table/es6/destructuring-assign.sparse-array.js: SyntaxError: Assigning to rvalue (11:2)
compat-table/es6/destructuring-assign.string.js: SyntaxError: Assigning to rvalue (11:2)
compat-table/es6/destructuring-assign.throws-null-undefined.js: SyntaxError: Unexpected token (12:7)
compat-table/es6/destructuring-assign.trailing-comma-iterable.js: SyntaxError: Assigning to rvalue (11:2)
compat-table/es6/destructuring-assign.trailing-comma-object.js: SyntaxError: Unexpected token (11:5)
compat-table/es6/destructuring-decl.array.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-decl.astral-string.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-decl.catch.js: SyntaxError: Unexpected token (12:10)
compat-table/es6/destructuring-decl.computed-properties.js: SyntaxError: Unexpected token (11:6)
compat-table/es6/destructuring-decl.defaults-tdz.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-decl.defaults.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-decl.for-in.js: SyntaxError: Unexpected token (10:10)
compat-table/es6/destructuring-decl.for-of.js: SyntaxError: Unexpected token (10:10)
compat-table/es6/destructuring-decl.generator.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-decl.iterable-instance.js: SyntaxError: Unexpected token (34:6)
compat-table/es6/destructuring-decl.iterable.js: SyntaxError: Unexpected token (34:6)
compat-table/es6/destructuring-decl.iterator-closing.js: SyntaxError: Unexpected token (38:6)
compat-table/es6/destructuring-decl.multiple-var.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-decl.nested.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-decl.object-primitives.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-decl.object.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-decl.rest.identical.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-decl.rest.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-decl.sparse-array.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-decl.string.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-decl.throws-null-undefined.js: SyntaxError: Unexpected token (11:8)
compat-table/es6/destructuring-decl.trailing-comma-iterable.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-decl.trailing-comma-object.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/destructuring-params.aliased-defaults-arrow.js: SyntaxError: Parenthesized pattern (10:10)
compat-table/es6/destructuring-params.arguments.js: SyntaxError: Unexpected token (10:20)
compat-table/es6/destructuring-params.array.js: SyntaxError: Unexpected token (10:19)
compat-table/es6/destructuring-params.astral-string.js: SyntaxError: Unexpected token (10:19)
compat-table/es6/destructuring-params.computed-properties.js: SyntaxError: Unexpected token (11:19)
compat-table/es6/destructuring-params.defaults-new-function.js: exception: [Error] [object Object], 'Function' 未定义
compat-table/es6/destructuring-params.defaults-separate-scope.js: SyntaxError: Unexpected token (10:20)
compat-table/es6/destructuring-params.defaults.js: SyntaxError: Unexpected token (10:20)
compat-table/es6/destructuring-params.duplicate-identifier.js: OK
compat-table/es6/destructuring-params.empty-patterns.js: SyntaxError: Unexpected token (10:19)
compat-table/es6/destructuring-params.generator.js: SyntaxError: Unexpected token (10:19)
compat-table/es6/destructuring-params.iterable-instance.js: SyntaxError: Unexpected token (34:19)
compat-table/es6/destructuring-params.iterable.js: SyntaxError: Unexpected token (34:19)
compat-table/es6/destructuring-params.iterator-closing.js: SyntaxError: Unexpected token (38:13)
compat-table/es6/destructuring-params.length.js: SyntaxError: Unexpected token (10:19)
compat-table/es6/destructuring-params.nested.js: SyntaxError: Unexpected token (10:19)
compat-table/es6/destructuring-params.new-function.js: exception: [Error] [object Object], 'Function' 未定义
compat-table/es6/destructuring-params.object-primitives.js: SyntaxError: Unexpected token (10:19)
compat-table/es6/destructuring-params.object.js: SyntaxError: Unexpected token (10:19)
compat-table/es6/destructuring-params.rest.js: SyntaxError: Unexpected token (10:19)
compat-table/es6/destructuring-params.shorthand-defaults-arrow.js: SyntaxError: Unexpected token (10:17)
compat-table/es6/destructuring-params.sparse-array.js: SyntaxError: Unexpected token (10:19)
compat-table/es6/destructuring-params.string.js: SyntaxError: Unexpected token (10:19)
compat-table/es6/destructuring-params.throws-null-undefined.js: SyntaxError: Unexpected token (11:15)
compat-table/es6/destructuring-params.trailing-comma-iterable.js: SyntaxError: Unexpected token (10:19)
compat-table/es6/destructuring-params.trailing-comma-object.js: SyntaxError: Unexpected token (10:19)
compat-table/es6/for-of.array.js: SyntaxError: Unexpected token (11:16)
compat-table/es6/for-of.astral-string.js: SyntaxError: Unexpected token (11:16)
compat-table/es6/for-of.generator.js: SyntaxError: Unexpected token (11:26)
compat-table/es6/for-of.iterable-instance.js: SyntaxError: Unexpected token (36:16)
compat-table/es6/for-of.iterable.js: SyntaxError: Unexpected token (36:16)
compat-table/es6/for-of.iterator-closing-break.js: SyntaxError: Unexpected token (37:14)
compat-table/es6/for-of.iterator-closing-throw.js: SyntaxError: Unexpected token (38:16)
compat-table/es6/for-of.sparse-array.js: SyntaxError: Unexpected token (12:16)
compat-table/es6/for-of.string.js: SyntaxError: Unexpected token (11:16)
compat-table/es6/function.block-level-decl.js: exception: [Error] [object Object], 'f' 未定义
compat-table/es6/generators.basic.js: SyntaxError: Unexpected token (10:11)
compat-table/es6/generators.constructor.js: SyntaxError: Unexpected token (10:11)
compat-table/es6/generators.expression.js: SyntaxError: Unexpected token (10:27)
compat-table/es6/generators.no-new-this.js: SyntaxError: Unexpected token (10:11)
compat-table/es6/generators.prototype-chain.js: SyntaxError: Unexpected token (10:11)
compat-table/es6/generators.prototype.js: SyntaxError: Unexpected token (10:11)
compat-table/es6/generators.return.js: SyntaxError: Unexpected token (10:11)
compat-table/es6/generators.sending.js: SyntaxError: Unexpected token (11:11)
compat-table/es6/generators.shorthand.class.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/generators.shorthand.computed.class.js: SyntaxError: The keyword 'class' is reserved (11:2)
compat-table/es6/generators.shorthand.computed.js: SyntaxError: Unexpected token (12:4)
compat-table/es6/generators.shorthand.js: SyntaxError: Unexpected token (11:4)
compat-table/es6/generators.shorthand.no-constructor.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/generators.shorthand.string-keyed.js: SyntaxError: Unexpected token (11:4)
compat-table/es6/generators.this.js: SyntaxError: Unexpected token (10:11)
compat-table/es6/generators.throw.js: SyntaxError: Unexpected token (11:11)
compat-table/es6/generators.yield-precedence.js: SyntaxError: Unexpected token (11:11)
compat-table/es6/generators.yield-star.array.js: SyntaxError: Unexpected token (10:27)
compat-table/es6/generators.yield-star.astral-string.js: SyntaxError: Unexpected token (10:27)
compat-table/es6/generators.yield-star.generator.js: SyntaxError: Unexpected token (10:27)
compat-table/es6/generators.yield-star.iterable-instance.js: SyntaxError: Unexpected token (33:27)
compat-table/es6/generators.yield-star.iterable.js: SyntaxError: Unexpected token (34:27)
compat-table/es6/generators.yield-star.iterator-closing-throw.js: SyntaxError: Unexpected token (42:21)
compat-table/es6/generators.yield-star.iterator-closing.js: SyntaxError: Unexpected token (40:21)
compat-table/es6/generators.yield-star.non-iterable-error.js: SyntaxError: Unexpected token (10:27)
compat-table/es6/generators.yield-star.sparse-array.js: SyntaxError: Unexpected token (10:27)
compat-table/es6/generators.yield-star.string.js: SyntaxError: Unexpected token (10:27)
compat-table/es6/let.basic.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/let.block-scoped.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/let.for-in-shadow.js: failed
compat-table/es6/let.for-iteration.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/let.for-loop.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/let.no-statement.js: SyntaxError: Unexpected token (10:6)
compat-table/es6/let.shadow.js: SyntaxError: Unexpected token (11:12)
compat-table/es6/let.strict.basic.js: SyntaxError: The keyword 'let' is reserved (11:2)
compat-table/es6/let.strict.block-scoped.js: SyntaxError: The keyword 'let' is reserved (11:2)
compat-table/es6/let.strict.for-in-shadow.js: failed
compat-table/es6/let.strict.for-iteration.js: SyntaxError: The keyword 'let' is reserved (11:2)
compat-table/es6/let.strict.for-loop.js: SyntaxError: The keyword 'let' is reserved (11:2)
compat-table/es6/let.strict.no-statement.js: SyntaxError: The keyword 'let' is reserved (11:2)
compat-table/es6/let.strict.shadow.js: SyntaxError: The keyword 'let' is reserved (12:8)
compat-table/es6/let.strict.tdz.js: SyntaxError: The keyword 'let' is reserved (13:2)
compat-table/es6/let.tdz.js: SyntaxError: Unexpected token (12:6)
