Metadata: {"arch":"arm64","console_log":"console.log","dist_size":211549,"engine":"bramblex","repository":"https://github.com/bramblex/jsjs.git","revision":"ab7133f7435acdf16a86473cbd36ab68d6195fba","revision_date":"2018-03-08"}
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.prototype-chain.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.shadow-accessors.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.symbols.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es2017/annex-b.Proxy.__defineGetter__.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es2017/annex-b.Proxy.__defineSetter__.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es2017/annex-b.Proxy.__lookupGetter__.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es2017/annex-b.Proxy.__lookupSetter__.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es2017/annex-b.for-in-assignment-non-strict.js: exception: [Error] [object Object], 'i' 未定义
compat-table/es2017/async.Symbol.toStringTag.js: SyntaxError: Unexpected token (10:37)
compat-table/es2017/async.arrow-in-class.js: SyntaxError: The keyword 'class' is reserved (48:2)
compat-table/es2017/async.arrow.js: SyntaxError: Assigning to rvalue (45:10)
compat-table/es2017/async.await-non-promise.js: SyntaxError: Unexpected token (45:9)
compat-table/es2017/async.await-rejection.js: SyntaxError: Unexpected token (45:9)
compat-table/es2017/async.await.js: SyntaxError: Unexpected token (45:9)
compat-table/es2017/async.constructor.js: SyntaxError: Unexpected token (45:16)
compat-table/es2017/async.methods-class.js: SyntaxError: The keyword 'class' is reserved (45:2)
compat-table/es2017/async.methods-object.js: SyntaxError: Unexpected token (46:10)
compat-table/es2017/async.must-await-value.js: SyntaxError: Unexpected token (10:8)
compat-table/es2017/async.no-await-in-params.js: SyntaxError: Unexpected token (10:8)
compat-table/es2017/async.no-line-break.js: SyntaxError: Unexpected token (10:8)
compat-table/es2017/async.no-prototype.js: SyntaxError: Unexpected token (10:8)
compat-table/es2017/async.prototype-chain.js: SyntaxError: Unexpected token (10:55)
compat-table/es2017/async.return.js: SyntaxError: Unexpected token (45:8)
compat-table/es2017/async.throw.js: SyntaxError: Unexpected token (45:8)
compat-table/es2017/misc.arguments-caller-removed.js: OK
compat-table/es2017/regex.flags.u.case-folding.js: SyntaxError: Invalid regular expression flag (9:20)
compat-table/es2017/trailing-comma.arguments.js: SyntaxError: Unexpected token (10:24)
compat-table/es2017/trailing-comma.params.js: SyntaxError: Unexpected token (10:34)
compat-table/es2018/Promise.prototype.finally.change-rejection.js: ReferenceError: name is not defined
compat-table/es2018/Promise.prototype.finally.js: ReferenceError: name is not defined
compat-table/es2018/Promise.prototype.finally.no-change-resolution.js: ReferenceError: name is not defined
compat-table/es2018/async-iterators.for-await-of.js: SyntaxError: Unexpected token (58:9)
compat-table/es2018/async-iterators.generators.js: SyntaxError: Unexpected token (44:8)
compat-table/es2018/misc.Proxy-ownKeys-duplicate-keys.js: SyntaxError: Unexpected token (11:11)
compat-table/es2018/misc.template-literal-revision.js: SyntaxError: Unexpected character '`' (16:12)
compat-table/es2018/object-rest.js: SyntaxError: Unexpected token (9:6)
compat-table/es2018/object-spread.js: SyntaxError: Unexpected token (10:18)
compat-table/es2018/regex.flags.s.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es2018/regex.lookbehind.js: OK
compat-table/es2018/regex.named-capture-groups.js: OK
compat-table/es2018/regex.unicode-property-escapes.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es2018/regex.unicode-property-escapes.unicode-11.js: SyntaxError: Invalid regular expression flag (10:10)
compat-table/es2018/regex.unicode-property-escapes.unicode-12.1.js: SyntaxError: Invalid regular expression flag (10:10)
compat-table/es2018/regex.unicode-property-escapes.unicode-12.js: SyntaxError: Invalid regular expression flag (10:10)
compat-table/es2018/regex.unicode-property-escapes.unicode-13.js: SyntaxError: Invalid regular expression flag (10:10)
compat-table/es2018/regex.unicode-property-escapes.unicode-14.js: SyntaxError: Invalid regular expression flag (10:10)
compat-table/es2018/regex.unicode-property-escapes.unicode-15.1.js: SyntaxError: Invalid regular expression flag (10:10)
compat-table/es2018/regex.unicode-property-escapes.unicode-15.js: SyntaxError: Invalid regular expression flag (10:10)
compat-table/es2018/regex.unicode-property-escapes.unicode-16.0.js: SyntaxError: Invalid regular expression flag (10:10)
compat-table/es2018/regex.unicode-property-escapes.unicode-17.0.js: SyntaxError: Invalid regular expression flag (10:10)
compat-table/es2019/Array.prototype.flatMap.js: OK
compat-table/es2019/Array.prototype.flat-flatMap.unscopables.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es2019/Array.prototype.flat.js: OK
compat-table/es2019/Object.fromEntries.js: exception: [Error] [object Object], 'Map' 未定义
compat-table/es2019/String.prototype.trimEnd.js: OK
compat-table/es2019/String.prototype.trimStart.js: OK
compat-table/es2019/Symbol.prototype.description.empty.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es2019/Symbol.prototype.description.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es2019/Symbol.prototype.description.undefined.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es2019/annex-b.String.prototype.trimLeft.js: OK
compat-table/es2019/annex-b.String.prototype.trimRight.js: OK
compat-table/es2019/misc.Function-toString.Function-constructor.js: exception: [Error] [object Object], 'Function' 未定义
compat-table/es2019/misc.Function-toString.arrows.js: exception: [Error] [object Object], 'eval' 未定义
compat-table/es2019/misc.Function-toString.class-explicit-constructor.js: exception: [Error] [object Object], 'eval' 未定义
compat-table/es2019/misc.Function-toString.class-implicit-constructor.js: exception: [Error] [object Object], 'eval' 未定义
compat-table/es2019/misc.Function-toString.computed-names.js: exception: [Error] [object Object], 'eval' 未定义
compat-table/es2019/misc.Function-toString.native-code.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es2019/misc.Function-toString.unicode-escapes.js: exception: [Error] [object Object], 'eval' 未定义
compat-table/es2019/misc.JSON-stringify-well-formed.js: OK
compat-table/es2019/misc.JSON-superset.line-separator.js: exception: [Error] [object Object], 'eval' 未定义
compat-table/es2019/misc.JSON-superset.paragraph-separator.js: exception: [Error] [object Object], 'eval' 未定义
compat-table/es2019/misc.optional-catch-binding.await.js: SyntaxError: Unexpected token (44:9)
compat-table/es2019/misc.optional-catch-binding.js: SyntaxError: Unexpected token (12:8)
compat-table/es2019/misc.optional-catch-binding.yield.js: SyntaxError: Unexpected token (9:11)
compat-table/es2020/BigInt64Array.js: SyntaxError: Identifier directly after number (12:30)
compat-table/es2020/BigInt.asIntN.js: exception: [Error] [object Object], 'BigInt' 未定义
compat-table/es2020/BigInt.asUintN.js: exception: [Error] [object Object], 'BigInt' 未定义
compat-table/es2020/BigInt.constructor.js: SyntaxError: Identifier directly after number (10:26)
compat-table/es2020/BigInt.js: SyntaxError: Identifier directly after number (10:11)
compat-table/es2020/BigUint64Array.js: SyntaxError: Identifier directly after number (12:31)
compat-table/es2020/DataView.prototype.getBigInt64.js: SyntaxError: Identifier directly after number (12:23)
compat-table/es2020/DataView.prototype.getBigUint64.js: SyntaxError: Identifier directly after number (12:24)
compat-table/es2020/Promise.allSettled.js: SyntaxError: Unexpected token (49:14)
compat-table/es2020/String.prototype.matchAll.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es2020/String.prototype.matchAll.throws-non-global.js: OK
compat-table/es2020/globalThis.descriptor.js: globalThis 未定义
compat-table/es2020/globalThis.js: globalThis 未定义
compat-table/es2020/nullish-coalescing.js: SyntaxError: Unexpected token (10:16)
compat-table/es2020/optional-chaining.bracket.js: SyntaxError: Unexpected token (12:13)
compat-table/es2020/optional-chaining.function-call.js: SyntaxError: Unexpected token (14:17)
compat-table/es2020/optional-chaining.method-call.js: SyntaxError: Unexpected token (12:13)
compat-table/es2020/optional-chaining.property.js: SyntaxError: Unexpected token (12:13)
compat-table/es2020/optional-chaining.spread-params.js: SyntaxError: Unexpected token (14:12)
compat-table/es2021/FinalizationRegistry.js: exception: [Error] [object Object], 'FinalizationRegistry' 未定义
compat-table/es2021/Promise.any.AggregateError.js: SyntaxError: Unexpected token (49:19)
compat-table/es2021/Promise.any.fulfillment.js: SyntaxError: Unexpected token (49:14)
compat-table/es2021/String.prototype.replaceAll.js: OK
compat-table/es2021/WeakRef.js: exception: [Error] [object Object], 'WeakRef' 未定义
compat-table/es2021/logical-assignment.and.js: SyntaxError: Unexpected token (10:6)
compat-table/es2021/logical-assignment.and.setter-not-invoked.js: SyntaxError: Unexpected token (9:6)
compat-table/es2021/logical-assignment.and.short-circuit.js: SyntaxError: Unexpected token (9:6)
compat-table/es2021/logical-assignment.nullish.js: SyntaxError: Unexpected token (10:6)
compat-table/es2021/logical-assignment.nullish.setter-not-invoked.js: SyntaxError: Unexpected token (9:6)
compat-table/es2021/logical-assignment.nullish.short-circuit.js: SyntaxError: Unexpected token (9:6)
compat-table/es2021/logical-assignment.or.js: SyntaxError: Unexpected token (10:6)
compat-table/es2021/logical-assignment.or.setter-not-invoked.js: SyntaxError: Unexpected token (9:6)
compat-table/es2021/logical-assignment.or.short-circuit.js: SyntaxError: Unexpected token (9:6)
compat-table/es2021/numeric-separators.js: SyntaxError: Identifier directly after number (9:10)
compat-table/es2022/Error.cause.AggregateError-prototype-lacks.js: AggregateError: exception: [Error] [object Object], 'AggregateError' 未定义
compat-table/es2022/Error.cause.AggregateError.js: AggregateError: exception: [Error] [object Object], 'AggregateError' 未定义
compat-table/es2022/Error.cause.Error-prototype-lacks.js: OK
compat-table/es2022/Error.cause.Error.js: OK
compat-table/es2022/Error.cause.EvalError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.EvalError.js: OK
compat-table/es2022/Error.cause.RangeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.RangeError.js: OK
compat-table/es2022/Error.cause.ReferenceError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.ReferenceError.js: OK
compat-table/es2022/Error.cause.SyntaxError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.SyntaxError.js: OK
compat-table/es2022/Error.cause.TypeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.TypeError.js: OK
compat-table/es2022/Error.cause.URIError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.URIError.js: OK
compat-table/es2022/Object.hasOwn.ToObject-first.js: OK
compat-table/es2022/Object.hasOwn.js: OK
compat-table/es2022/at-method.Array.js: OK
compat-table/es2022/at-method.String.js: OK
compat-table/es2022/at-method.TypedArray.js: globalThis 未定义
compat-table/es2022/class-fields.computed-instance.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es2022/class-fields.computed-static.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es2022/class-fields.instance.parent-scope.js: SyntaxError: Unexpected token (10:8)
compat-table/es2022/class-fields.private-instance.initializers.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es2022/class-fields.private-instance.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es2022/class-fields.private-instance.optional-access.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es2022/class-fields.private-instance.optional-deep-access.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es2022/class-fields.private-static.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es2022/class-fields.public-instance.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es2022/class-fields.public-static.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es2022/class-fields.static.define.js: SyntaxError: The keyword 'class' is reserved (9:10)
compat-table/es2022/class-methods.private-accessor.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es2022/class-methods.private-instance.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es2022/class-methods.private-static-accessor.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es2022/class-methods.private-static.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es2022/class-static-init-blocks.js: SyntaxError: Unexpected token (10:6)
compat-table/es2022/ergonomic-brand-checks.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es2022/regex.flags.d.constructor.js: OK
compat-table/es2022/regex.flags.d.shows-in-flags.js: global 未定义
compat-table/es2023/Array.prototype.findLastIndex.js: OK
compat-table/es2023/Array.prototype.findLast.js: OK
compat-table/es2023/Array.prototype.toReversed.js: OK
compat-table/es2023/Array.prototype.toSorted.js: OK
compat-table/es2023/Array.prototype.toSpliced.js: OK
compat-table/es2023/Array.prototype.with.js: OK
compat-table/es2023/TypedArray.prototype.toReversed.js: exception: [Error] [object Object], 'Uint8Array' 未定义
compat-table/es2023/TypedArray.prototype.toSorted.js: exception: [Error] [object Object], 'Uint8Array' 未定义
compat-table/es2023/TypedArray.prototype.with.js: exception: [Error] [object Object], 'Uint8Array' 未定义
compat-table/es2023/hashbang.js: SyntaxError: Unexpected character '#' (1:0)
compat-table/es2024/ArrayBuffer.prototype.detached.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es2024/ArrayBuffer.prototype.transferToFixedLength.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es2024/ArrayBuffer.prototype.transfer.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es2024/Map.groupBy.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es2024/Object.groupBy.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es2024/Promise.withResolvers.js: OK
compat-table/es2024/regex.flags.v.constructor.js: OK
compat-table/es2024/regex.flags.v.properties-of-strings.js: SyntaxError: Invalid regular expression flag (9:10)
compat-table/es2024/regex.flags.v.set-notations.js: SyntaxError: Invalid regular expression flag (9:10)
compat-table/es2024/regex.flags.v.shows-in-flags.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es2024/regex.flags.v.unicode-15.1.js: SyntaxError: Invalid regular expression flag (9:10)
compat-table/es2024/regex.flags.v.unicode-16.0.js: SyntaxError: Invalid regular expression flag (9:10)
compat-table/es2024/regex.flags.v.unicode-17.0.js: SyntaxError: Invalid regular expression flag (9:10)
compat-table/es2025/Iterator.extends.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es2025/Iterator.from.iterable.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es2025/Iterator.from.iterator.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es2025/Iterator.instanceof.js: exception: [Error] [object Object], 'Iterator' 未定义
compat-table/es2025/Iterator.prototype.Symbol.toStringTag.js: exception: [Error] [object Object], 'Iterator' 未定义
compat-table/es2025/Iterator.prototype.drop.js: OK
compat-table/es2025/Iterator.prototype.every.js: SyntaxError: Unexpected token (10:38)
compat-table/es2025/Iterator.prototype.filter.js: SyntaxError: Unexpected token (10:50)
compat-table/es2025/Iterator.prototype.find.js: SyntaxError: Unexpected token (10:37)
compat-table/es2025/Iterator.prototype.flatMap.js: SyntaxError: Unexpected token (10:51)
compat-table/es2025/Iterator.prototype.forEach.js: SyntaxError: Unexpected token (10:6)
compat-table/es2025/Iterator.prototype.map.js: SyntaxError: Unexpected token (10:47)
compat-table/es2025/Iterator.prototype.reduce.js: SyntaxError: Parenthesized pattern (10:35)
compat-table/es2025/Iterator.prototype.some.js: SyntaxError: Unexpected token (10:37)
compat-table/es2025/Iterator.prototype.take.js: OK
compat-table/es2025/Iterator.prototype.toArray.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/es2025/Promise.try.js: ReferenceError: name is not defined
compat-table/es2025/RegExp.escape.js: OK
compat-table/es2025/Set.prototype.difference.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es2025/Set.prototype.intersection.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es2025/Set.prototype.isDisjointFrom.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es2025/Set.prototype.isSubsetOf.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es2025/Set.prototype.isSupersetOf.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es2025/Set.prototype.symmetricDifference.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es2025/Set.prototype.union.js: exception: [Error] [object Object], 'Set' 未定义
compat-table/es2025/regex.duplicate-named-groups.js: OK
compat-table/es2025/regex.pattern-modifiers.i.js: SyntaxError: The keyword 'const' is reserved (9:2)
compat-table/es2025/regex.pattern-modifiers.m.js: SyntaxError: The keyword 'const' is reserved (9:2)
compat-table/es2025/regex.pattern-modifiers.s.js: SyntaxError: The keyword 'const' is reserved (9:2)
compat-table/intl/Array.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleDateString.js: OK
compat-table/intl/Date.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleTimeString.js: OK
compat-table/intl/Intl.Collator.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.Collator.new-instances.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.Collator.prototype.compare.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.Collator.prototype.resolvedOptions.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.Collator.rejects-invalid-tags.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.Collator.valid-tags.js: failed
compat-table/intl/Intl.Collator.without-new.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.DateTimeFormat.iana-timezones.js: failed
compat-table/intl/Intl.DateTimeFormat.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.DateTimeFormat.new-instances.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.DateTimeFormat.rejects-invalid-tags.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.DateTimeFormat.resolvedOptions.timeZone-default.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.DateTimeFormat.valid-tags.js: failed
compat-table/intl/Intl.DateTimeFormat.without-new.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.NumberFormat.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.NumberFormat.new-instances.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.NumberFormat.rejects-invalid-tags.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.NumberFormat.valid-tags.js: failed
compat-table/intl/Intl.NumberFormat.without-new.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Intl.js: failed
compat-table/intl/Intl.prototype.js: exception: [Error] [object Object], 'Intl' 未定义
compat-table/intl/Number.prototype.toLocaleString.js: OK
compat-table/intl/Object.prototype.toLocaleString.js: OK
compat-table/intl/String.prototype.localeCompare.js: OK
compat-table/next/Array.isTemplateObject.js: SyntaxError: Unexpected token (10:35)
compat-table/next/AsyncDisposableStack.js: SyntaxError: Unexpected token (47:43)
compat-table/next/AsyncIterator.extends.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/next/AsyncIterator.from.async-iterable.js: SyntaxError: Unexpected token (44:8)
compat-table/next/AsyncIterator.from.iterable.js: SyntaxError: Unexpected token (44:8)
compat-table/next/AsyncIterator.from.iterator.js: SyntaxError: Unexpected token (44:8)
compat-table/next/AsyncIterator.instanceof.js: SyntaxError: Unexpected token (9:16)
compat-table/next/AsyncIterator.prototype.Symbol.toStringTag.js: exception: [Error] [object Object], 'AsyncIterator' 未定义
compat-table/next/AsyncIterator.prototype.drop.js: SyntaxError: Unexpected token (44:8)
compat-table/next/AsyncIterator.prototype.every.js: SyntaxError: Unexpected token (44:9)
compat-table/next/AsyncIterator.prototype.filter.js: SyntaxError: Unexpected token (44:8)
compat-table/next/AsyncIterator.prototype.find.js: SyntaxError: Unexpected token (44:9)
compat-table/next/AsyncIterator.prototype.flatMap.js: SyntaxError: Unexpected token (44:8)
compat-table/next/AsyncIterator.prototype.forEach.js: SyntaxError: Unexpected token (44:6)
compat-table/next/AsyncIterator.prototype.map.js: SyntaxError: Unexpected token (44:8)
compat-table/next/AsyncIterator.prototype.reduce.js: SyntaxError: Unexpected token (44:9)
compat-table/next/AsyncIterator.prototype.some.js: SyntaxError: Unexpected token (44:9)
compat-table/next/AsyncIterator.prototype.take.js: SyntaxError: Unexpected token (44:8)
compat-table/next/AsyncIterator.prototype.toArray.js: SyntaxError: Unexpected token (44:9)
compat-table/next/DisposableStack.js: SyntaxError: Unexpected token (12:37)
compat-table/next/Map.prototype.upsert.js: SyntaxError: The keyword 'const' is reserved (9:2)
compat-table/next/RegExp.1-9.js: OK
compat-table/next/RegExp.lastMatch.js: OK
compat-table/next/ShadowRealm.js: failed
compat-table/next/SuppressedError.js: SyntaxError: Unexpected token (13:10)
compat-table/next/Symbol.dispose.bound.js: SyntaxError: Unexpected token (11:4)
compat-table/next/Uint8Array.fromBase64.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/next/Uint8Array.fromHex.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/next/Uint8Array.setFromBase64.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/next/Uint8Array.setFromHex.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/next/Uint8Array.toBase64.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/next/Uint8Array.toHex.js: SyntaxError: The keyword 'const' is reserved (10:2)
compat-table/next/WeakMap.prototype.upsert.js: SyntaxError: The keyword 'const' is reserved (9:2)
compat-table/next/await-using.for-of.js: SyntaxError: Unexpected token (46:10)
compat-table/next/await-using.js: SyntaxError: Unexpected token (44:9)
compat-table/next/class-decorators.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/next/function.sent.js: SyntaxError: Unexpected token (10:10)
compat-table/next/throw-expr.arrow.js: SyntaxError: Unexpected token (9:12)
compat-table/next/throw-expr.conditional.js: SyntaxError: Unexpected token (9:14)
compat-table/next/throw-expr.logical.js: SyntaxError: Unexpected token (11:14)
compat-table/next/throw-expr.param-init.js: SyntaxError: Unexpected token (9:19)
compat-table/next/using.for-of.js: SyntaxError: Unexpected token (11:4)
compat-table/next/using.js: SyntaxError: Unexpected token (11:4)
